ID: 51 VCC: 26.43 V: -0 -0  -0 C: 0 0.0195503  0 O: -0 -0  -0 HERR: 0  0  0
ID: 52 VCC: 26.43 V: -0 -0  -0 C: 0 0.0195503  0 O: -0 -0  -0 HERR: 0  0  0
ID: 53 VCC: 26.47 V: -0 -0  -0 C: 0.00977517 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 54 VCC: 26.43 V: -0 -0  -0 C: 0.00488759 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 55 VCC: 26.43 V: -0 -0  -0 C: 0.00977517 0.00977517  0 O: -0 -0  -0 HERR: 0  0  0
ID: 56 VCC: 26.63 V: -0 -0  -0 C: 0.0146628 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 57 VCC: 26.59 V: -0 -0  -0 C: 0 0.0195503  0.00977517 O: -0 -0  -0 HERR: 0  0  0
ID: 58 VCC: 26.51 V: -0 -0  -0 C: 0 0  0.00488759 O: -0 -0  -0 HERR: 0  0  0
ID: 59 VCC: 26.59 V: -0 -0  -0 C: 0 0.0195503  0.0146628 O: -0 -0  -0 HERR: 0  0  0
ID: 60 VCC: 26.59 V: -0 -0  -0 C: 0 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 61 VCC: 26.59 V: -0 -0  -0 C: 0.00488759 0.00977517  0 O: -0 -0  -0 HERR: 0  0  0
ID: 62 VCC: 26.63 V: -0 -0  -0 C: 0.00488759 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 63 VCC: 26.63 V: -0 -0  -0 C: 0.00977517 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 64 VCC: 26.39 V: -0 -0  -0 C: 0.00488759 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 65 VCC: 26.35 V: -0 -0  -0 C: 0.00977517 0.00488759  0 O: -0 -0  -0 HERR: 0  0  0
ID: 66 VCC: 26.59 V: -0 -0  -0 C: 0 0  0.00488759 O: -0 -0  -0 HERR: 0  0  0
ID: 67 VCC: 26.59 V: -0 -0  -0 C: 0 0.00977517  0 O: -0 -0  -0 HERR: 0  0  0
ID: 68 VCC: 26.47 V: -0 -0  -0 C: 0.00977517 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 69 VCC: 26.35 V: -0 -0  -0 C: 0.00488759 0.0195503  0.00488759 O: -0 -0  -0 HERR: 0  0  0
ID: 70 VCC: 26.47 V: -0 -0  -0 C: 0 0  0.0342131 O: -0 -0  -0 HERR: 0  0  0
ID: 71 VCC: 26.59 V: -0 -0  -0 C: 0 0.0195503  0.00977517 O: -0 -0  -0 HERR: 0  0  0
ID: 72 VCC: 26.51 V: -0 -0  -0 C: 0 0  0.0293255 O: -0 -0  -0 HERR: 0  0  0
ID: 73 VCC: 26.35 V: -0 -0  -0 C: 0 0  0.0342131 O: -0 -0  -0 HERR: 0  0  0
ID: 74 VCC: 26.35 V: -0 -0  -0 C: 0 0  0.0293255 O: -0 -0  -0 HERR: 0  0  0
ID: 75 VCC: 26.63 V: -0 -0  -0 C: 0.00488759 0.0195503  0.0146628 O: -0 -0  -0 HERR: 0  0  0
ID: 76 VCC: 26.59 V: -0 -0  -0 C: 0 0  0.0342131 O: -0 -0  -0 HERR: 0  0  0
ID: 77 VCC: 26.43 V: -0 -0  -0 C: 0.00488759 0.0244379  0 O: -0 -0  -0 HERR: 0  0  0
ID: 78 VCC: 26.43 V: -0 -0  -0 C: 0 0  0.0244379 O: -0 -0  -0 HERR: 0  0  0
ID: 79 VCC: 26.63 V: -0 -0  -0 C: 0 0.00977517  0.0146628 O: -0 -0  -0 HERR: 0  0  0
ID: 80 VCC: 26.35 V: -0 -0  -0 C: 0.00488759 0.0244379  0 O: -0 -0  -0 HERR: 0  0  0
